DATE,X200004,X200012,X215451,X214517,X200019,X200023,X200031,X200034,X211592,X205784,X200035,X200040,X200056,X200058
1979-10-27,0,0.671,0,0,0,0,5.439,4.903,0,0,4.26,1.021,0,0
1979-10-28,0,0,0,0,0,0,8.009,17.811,0,0,0,0,11.924,13.107
1979-10-29,0,0,0,0,0,0,12.651,23.372,4.363,6.385,7.045,0.745,6.901,3.742
1979-10-30,0,13.459,0,0,0,9.4,17.845,29.876,20.302,24.9,27.357,12.748,8.548,12.482
1979-10-31,0,13.588,0,0,0,24.693,28.798,35.623,13.914,14.514,10.166,6.356,6.704,0
1979-11-01,0,8.746,0,0,0,12.258,30.135,38.506,15.325,16.568,15.717,21.05,2.725,1.278
1979-11-02,0,0.027,0,0,0,0,16.161,14.25,0,0,0,11.488,0,0
1979-11-03,0,4.654,0,0,0,9.334,2.672,3.972,0.692,0,0,2.185,0,0
1979-11-04,0,11.761,0,0,0,17.609,0,0,5.468,10.915,10.782,10.44,0,0
1979-11-05,0,0,0,0,0,0,14.58,19.931,13.114,9.741,1.577,0,6.063,8.001
1979-11-06,0,9.352,0,0,0,14.649,24.196,26.027,2.459,0,0,0,5.463,6.341
1979-11-07,0,0.632,0,0,0,8.647,19.762,22.252,14.208,4.303,3.146,10.979,7.133,7.897
1979-11-08,0,6.03,0,0,0,9.38,0,0,13.271,1.442,3.331,10.83,0,0
1979-11-09,0,0,0,0,0,0,0,0,0,0,0,2.25,0,0
1979-11-10,0,4.203,0,0,0,0,0,0,0,0,0,0,0.991,4.986
1979-11-11,0,1.469,0,0,0,0,0,0,0,0,0,0,0,0
1979-11-12,0,8.687,0,0,0,9.951,0,0,0,0,0,0.107,0,0
1979-11-13,0,8.171,0,0,0,12.334,0,0,0,0,0,8.083,0,0
1979-11-14,0,9.882,0,0,0,13.773,0,0,0.102,2.984,11.576,0.987,1.975,0
1979-11-15,0,2.329,0,0,0,0,0,0,0,0,0,0.082,0,0
1979-11-16,0,2.052,0,0,0,0,0,0,0,0,0,17.994,0,0
1979-11-17,0,0,0,0,0,0,5.388,5.098,0,0,0,4.563,0,0
